method vars sample run_id time median p95 total stream warmup drift retrain_every status
Stacking-Online 16 25600 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 25600 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 25600 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 25600 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 25600 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 25600 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 25600 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 25600 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 25600 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 25600 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 25600 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 25600 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 25600 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 25600 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 25600 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 25600 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 25600 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 25600 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 25600 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 32 25600 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 32 25600 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 25600 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 25600 0 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 25600 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 25600 1 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 25600 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 25600 2 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 25600 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 25600 3 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 25600 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 25600 4 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 25600 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 25600 5 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 25600 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 25600 6 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 25600 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 25600 7 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 25600 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 25600 8 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
BMA 64 25600 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
Stacking-Online 64 25600 9 200.000000 200.000000 200.000000 200.000000 0 0 3x 100 timeout
